question,answer,educationLevel,gender,hispanicOrLatino,incomeLevel,lgbtq,livingSituation,occupation,pet,politicalAffiliation,race,religion,school,state
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,University of Virginia,Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Slightly Liberal,White,Christianity,"University of Massachusetts, Boston",New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Very Liberal,White,Islam,Texas A&M University,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,Black or African American,Christianity,Johns Hopkins University,Texas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Homeowner,Student,"Yes,Dog",Very Liberal,White,Christianity,George Washington University,Illinois
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Liberal,White,Christianity,University of the Pacific,Missouri
What social media app do you doom scroll on the most?,Other,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,Vanderbilt University,Connecticut
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Slightly Liberal,White,Not Religious,"University of California, Davis (UCD)",Arkansas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,White,Not Religious,College of William and Mary,North Carolina
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,Washington University in St. Louis,Maryland
What social media app do you doom scroll on the most?,Instagram,High School,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Liberal,White,Christianity,"University of Massachusetts, Boston",North Carolina
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Slightly Conservative,White,Christianity,University of Delaware,Maryland
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Very Liberal,Black or African American,Christianity,Tufts University,New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,Yes. Both,Slightly Conservative,Other,Not Religious,Oregon State University,Pennsylvania
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,White,Christianity,Brandeis University,Arizona
What social media app do you doom scroll on the most?,Facebook,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Liberal,Black or African American,Not Religious,Santa Clara University,Texas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Moderate,Black or African American,Christianity,University of Connecticut,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Homeowner,Employed (Full Time),"Yes,Dog",Slightly Liberal,Black or African American,Christianity,Carnegie Mellon University,Delaware
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,White,Christianity,University of Georgia,Oregon
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Moderate,White,Christianity,University of Florida,Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Very Liberal,Black or African American,Christianity,Dartmouth College,Maryland
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Moderate,White,Christianity,Oregon State University,Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Conservative,Black or African American,Christianity,Rice University,California
What social media app do you doom scroll on the most?,TikTok,High School,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Slightly Liberal,White,Not Religious,University of Connecticut,New Hampshire
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,"University of California, Riverside (UCR)",Oregon
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,"Rutgers - The State University of New Jersey, New Brunswick",New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Christianity,Johns Hopkins University,Pennsylvania
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Slightly Conservative,White,Not Religious,Temple University,Alabama
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,Black or African American,Christianity,Northeastern University,Alaska
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Very Liberal,Black or African American,Christianity,University of Kansas,Alabama
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Employed (Full Time),"Yes, Dog",Moderate,White,Christianity,Duke University,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Tulane University,Oregon
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Slightly Liberal,White,Christianity,University at Albany SUNY,Texas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Christianity,"University of Illinois, Chicago (UIC)",Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Very Liberal,White,Buddhism,Vanderbilt University,Ohio
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Cat",Moderate,White,Christianity,"University of California, Santa Barbara (UCSB)",New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,"Yes,Dog",Moderate,White,Other,University of Utah,Georgia
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Conservative,White,Not Religious,George Mason University,Virginia
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,Black or African American,Other,"University of Massachusetts, Boston",Ohio
What social media app do you doom scroll on the most?,TikTok,High School,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Slightly Liberal,White,Christianity,University of Virginia,Maryland
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Lgbtqia+,Living W/ Parents,Student,No Pets,Slightly Conservative,White,Christianity,University of Southern California,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Liberal,Asian,Not Religious,"Arizona State University, Tempe",New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Moderate,White,Christianity,Northeastern University,Ohio
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),Yes. Both,Moderate,Asian,Christianity,Carnegie Mellon University,Kansas
What social media app do you doom scroll on the most?,Other,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Moderate,White,Christianity,University of Colorado at Boulder,Missouri
What social media app do you doom scroll on the most?,Facebook,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Conservative,Asian,Hinduism,University of Utah,Mississippi
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Hispanic,"Less Than $25,000",Not Lgbtqia+,Homeowner,Employed (Full Time),"Yes, Dog",Moderate,White,Christianity,Stanford University,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,Other,Christianity,University of Georgia,Virginia
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Slightly Liberal,Other,Not Religious,"University of Massachusetts, Boston",Alabama
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),No Pets,Very Conservative,White,Christianity,Georgia Institute of Technology (Georgia Tech),New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,Massachusetts Institute of Technology,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Columbia University,Pennsylvania
What social media app do you doom scroll on the most?,Instagram,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Not Religious,University at Buffalo SUNY,Washington
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Moderate,Asian,Not Religious,"University of California, Davis (UCD)",North Dakota
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,University of Delaware,Illinois
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Very Conservative,White,Christianity,"University of California, Irvine",Illinois
What social media app do you doom scroll on the most?,TikTok,High School,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes, Cat",Slightly Liberal,Black or African American,Christianity,Boston University,Tennessee
What social media app do you doom scroll on the most?,TikTok,High School,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,White,Christianity,"University of Illinois, Chicago (UIC)",Pennsylvania
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Christianity,University of Notre Dame,New Mexico
What social media app do you doom scroll on the most?,TikTok,High School,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Not Religious,"Ohio State University, Columbus",Illinois
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,White,Christianity,Santa Clara University,New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Moderate,Asian,Christianity,"University of Illinois, Chicago (UIC)",New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Howard University,Indiana
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Moderate,White,Christianity,Cornell University,Oregon
What social media app do you doom scroll on the most?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Conservative,Black or African American,Christianity,Boston College,Wisconsin
